,Unnamed: 0,Unnamed: 0.1,Incident Address Display,Borough,Community Board,Police Precinct,City Council District,Created Date,Status,Resolution Action,Closed Date,X Coordinate,Y Coordinate,full_address,geocode,lat,lng
563,63,10700,175 EAST 92 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997571.0,224526.0,"175 EAST 92 STREET, NEW YORK, NEW YORK","(40.7828275, -73.95163149999999)",40.7828275,-73.95163149999999
564,64,10706,1758 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998946.0,223531.0,"1758 1 AVENUE, NEW YORK, NEW YORK","(40.7801687, -73.94678970000001)",40.7801687,-73.94678970000001
565,65,10727,1750 SECOND AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998291.0,223896.0,"1750 SECOND AVENUE, NEW YORK, NEW YORK","(40.781107, -73.949001)",40.781107,-73.949001
566,66,10731,174 WEST HOUSTON STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,08/10/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983396.0,204714.0,"174 WEST HOUSTON STREET, NEW YORK, NEW YORK","(40.728765, -74.00292)",40.728765,-74.00292
567,67,10749,1746 FIRST AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998848.0,223352.0,"1746 FIRST AVENUE, NEW YORK, NEW YORK","(40.779584, -73.946996)",40.779584,-73.946996
568,68,10776,173 WEST 141 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,01/13/2011 08:00:00 AM +0000,Open,Unspecified,,1000874.0,237553.0,"173 WEST 141 STREET, NEW YORK, NEW YORK","(40.819036, -73.9404562)",40.819036,-73.9404562
569,69,10780,173 MOTT STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,07/17/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,985328.0,201597.0,"173 MOTT STREET, NEW YORK, NEW YORK","(40.7201075, -73.9960775)",40.7201075,-73.9960775
570,70,10781,173 HENRY STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,08/12/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,987304.0,199219.0,"173 HENRY STREET, NEW YORK, NEW YORK","(40.713678, -73.98885899999999)",40.713678,-73.98885899999999
571,71,10818,172 EAST 91 STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,5.0,05/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997430.0,224298.0,"172 EAST 91 STREET, NEW YORK, NEW YORK","(40.781961, -73.952112)",40.781961,-73.952112
572,72,10819,172 ALLEN STREET,MANHATTAN,03 MANHATTAN,Unspecified,1.0,07/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,987224.0,202080.0,"172 ALLEN STREET, NEW YORK, NEW YORK","(40.721343, -73.9889057)",40.721343,-73.9889057
573,73,10839,1722 AMSTERDAM AVENUE,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998780.0,239996.0,"1722 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.82557, -73.9477689)",40.82557,-73.9477689
574,74,10849,1720 2 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998051.0,223466.0,"1720 2 AVENUE, NEW YORK, NEW YORK","(40.7800622, -73.9499501)",40.7800622,-73.9499501
575,75,10852,171 WEST 26 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986118.0,210915.0,"171 WEST 26 STREET, NEW YORK, NEW YORK","(40.7458291, -73.9938433)",40.7458291,-73.9938433
576,76,10859,171 EAST 2 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,988476.0,202529.0,"171 EAST 2 STREET, NEW YORK, NEW YORK","(40.7223619, -73.984888)",40.7223619,-73.984888
577,77,10956,16 EAST 116 STREET,MANHATTAN,11 MANHATTAN,Precinct 25,8.0,07/22/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999260.0,230878.0,"16 EAST 116 STREET, NEW YORK, NEW YORK","(40.800024, -73.945702)",40.800024,-73.945702
578,78,10957,16 COMMERCE STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,3.0,09/27/2010 07:00:00 AM +0000,Open,Unspecified,,983049.0,205862.0,"16 COMMERCE STREET, NEW YORK, NEW YORK","(40.7316522, -74.004198)",40.7316522,-74.004198
579,79,10977,1690 LEXINGTON AVENUE,MANHATTAN,11 MANHATTAN,Precinct 23,8.0,04/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999143.0,227956.0,"1690 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.79248, -73.94640799999999)",40.79248,-73.94640799999999
580,80,10993,1689 3 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998103.0,225020.0,"1689 3 AVENUE, NEW YORK, NEW YORK","(40.784157, -73.94967199999999)",40.784157,-73.94967199999999
581,81,11034,1678 FIRST AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998470.0,222671.0,"1678 FIRST AVENUE, NEW YORK, NEW YORK","(40.777838, -73.948295)",40.777838,-73.948295
582,82,11047,1670 YORK AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,05/05/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,999130.0,222389.0,"1670 YORK AVENUE, NEW YORK, NEW YORK","(40.776981, -73.945998)",40.776981,-73.945998
583,83,11061,166 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1004970.0,253163.0,"166 NAGLE AVENUE, NEW YORK, NEW YORK","(40.8616111, -73.92514779999999)",40.8616111,-73.92514779999999
584,84,11063,166 EAST 92 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997519.0,224548.0,"166 EAST 92 STREET, NEW YORK, NEW YORK","(40.782689, -73.951934)",40.782689,-73.951934
585,85,11065,166 EAST 124 STREET,MANHATTAN,11 MANHATTAN,Precinct 25,8.0,04/20/2011 07:00:00 AM +0000,Open,Unspecified,,1001631.0,231983.0,"166 EAST 124 STREET, NEW YORK, NEW YORK","(40.803161, -73.9372099)",40.803161,-73.9372099
586,86,11073,1668 3 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997946.0,224749.0,"1668 3 AVENUE, NEW YORK, NEW YORK","(40.783674, -73.950844)",40.783674,-73.950844
587,87,11111,165 WEST 26 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986151.0,210896.0,"165 WEST 26 STREET, NEW YORK, NEW YORK","(40.745956, -73.99358099999999)",40.745956,-73.99358099999999
588,88,11117,165 RUTGERS ST,MANHATTAN,Unspecified MANHATTAN,Unspecified,,04/06/2011 07:00:00 AM +0000,Open,Unspecified,,,,"165 RUTGERS ST, NEW YORK, NEW YORK","(43.146302, -77.587143)",43.146302,-77.587143
589,89,11119,165 HILLSIDE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,02/04/2011 08:00:00 AM +0000,Open,Unspecified,,1004838.0,252876.0,"165 HILLSIDE AVENUE, NEW YORK, NEW YORK","(40.8610295, -73.9255075)",40.8610295,-73.9255075
590,90,11125,1658 3 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997859.0,224591.0,"1658 3 AVENUE, NEW YORK, NEW YORK","(40.7831043, -73.9510474)",40.7831043,-73.9510474
591,91,11158,164 EAST 33 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,2.0,04/26/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,989928.0,210857.0,"164 EAST 33 STREET, NEW YORK, NEW YORK","(40.745064, -73.979021)",40.745064,-73.979021
592,92,11164,1646 MADISON AVENUE,MANHATTAN,11 MANHATTAN,Precinct 23,8.0,04/19/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998707.0,229279.0,"1646 MADISON AVENUE, NEW YORK, NEW YORK","(40.796082, -73.94806799999999)",40.796082,-73.94806799999999
593,93,11166,1645 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1004019.0,251312.0,"1645 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.85645419999999, -73.92850899999999)",40.85645419999999,-73.92850899999999
594,94,11203,1635 MADISON AVENUE,MANHATTAN,11 MANHATTAN,Precinct 23,8.0,09/15/2010 07:00:00 AM +0000,Open,Unspecified,,998656.0,229173.0,"1635 MADISON AVENUE, NEW YORK, NEW YORK","(40.7956333, -73.94800010000002)",40.7956333,-73.94800010000002
595,95,11221,162 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,06/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998883.0,233826.0,"162 WEST 125 STREET, NEW YORK, NEW YORK","(40.8086964, -73.9480195)",40.8086964,-73.9480195
596,96,11225,162 CHARLES STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,981673.0,206679.0,"162 CHARLES STREET, NEW YORK, NEW YORK","(40.7339658, -74.0092243)",40.7339658,-74.0092243
597,97,11246,162 3 AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,01/12/2011 08:00:00 AM +0000,Open,Unspecified,,988040.0,206869.0,"162 3 AVENUE, NEW YORK, NEW YORK","(40.7346519, -73.986599)",40.7346519,-73.986599
598,98,11268,161 WEST 106 STREET,MANHATTAN,07 MANHATTAN,Precinct 24,8.0,07/07/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,994076.0,230719.0,"161 WEST 106 STREET, NEW YORK, NEW YORK","(40.8002214, -73.9651785)",40.8002214,-73.9651785
599,99,11300,160 WEST 82 STREET,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,06/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990977.0,225123.0,"160 WEST 82 STREET, NEW YORK, NEW YORK","(40.784586, -73.976282)",40.784586,-73.976282
600,0,11310,160 EAST 28 STREET,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,989308.0,209730.0,"160 EAST 28 STREET, NEW YORK, NEW YORK","(40.7420015, -73.98136699999999)",40.7420015,-73.98136699999999
601,1,11311,160 EAST 23 STREET,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,11/16/2010 08:00:00 AM +0000,Open,Unspecified,,988669.0,208591.0,"160 EAST 23 STREET, NEW YORK, NEW YORK","(40.738767, -73.983732)",40.738767,-73.983732
602,2,11375,15 C AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/08/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,989521.0,202022.0,"15 C AVENUE, NEW YORK, NEW YORK","(40.679694, -73.9467824)",40.679694,-73.9467824
603,3,11379,159 WEST 27 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,08/06/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,986292.0,211112.0,"159 WEST 27 STREET, NEW YORK, NEW YORK","(40.7463852, -73.9932475)",40.7463852,-73.9932475
604,4,11384,159 EAST 10 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,04/12/2011 07:00:00 AM +0000,Open,Unspecified,,987550.0,205355.0,"159 EAST 10 STREET, NEW YORK, NEW YORK","(40.7299565, -73.9872804)",40.7299565,-73.9872804
605,5,11394,1594 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1003680.0,250686.0,"1594 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8547612, -73.9297495)",40.8547612,-73.9297495
606,6,11400,1592 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1003672.0,250671.0,"1592 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8546406, -73.9296595)",40.8546406,-73.9296595
607,7,11447,1582 3 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/25/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997351.0,223677.0,"1582 3 AVENUE, NEW YORK, NEW YORK","(40.780779, -73.95295399999999)",40.780779,-73.95295399999999
608,8,11449,158-18 RIVERSIDE DRIVE,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,06/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998525.0,244107.0,"158-18 RIVERSIDE DRIVE, NEW YORK, NEW YORK","(40.7956283, -73.80253379999999)",40.7956283,-73.80253379999999
609,9,11453,157 WEST 29 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,06/22/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986570.0,211547.0,"157 WEST 29 STREET, NEW YORK, NEW YORK","(40.7476237, -73.99199899999999)",40.7476237,-73.99199899999999
610,10,11459,157 MOTT STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,08/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985265.0,201387.0,"157 MOTT STREET, NEW YORK, NEW YORK","(40.719515, -73.996577)",40.719515,-73.996577
611,11,11478,1576 2 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/17/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997057.0,221667.0,"1576 2 AVENUE, NEW YORK, NEW YORK","(40.7752334, -73.95328959999999)",40.7752334,-73.95328959999999
612,12,11497,156 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1004921.0,253125.0,"156 NAGLE AVENUE, NEW YORK, NEW YORK","(40.861733, -73.925231)",40.861733,-73.925231
613,13,11527,1560 THIRD AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997202.0,223408.0,"1560 THIRD AVENUE, NEW YORK, NEW YORK","(40.779998, -73.95348100000001)",40.779998,-73.95348100000001
614,14,11532,1560 3 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997202.0,223408.0,"1560 3 AVENUE, NEW YORK, NEW YORK","(40.779998, -73.95348100000001)",40.779998,-73.95348100000001
615,15,11581,154 BAXTER STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,04/03/2011 07:00:00 AM +0000,Open,Unspecified,,984735.0,201370.0,"154 BAXTER STREET, NEW YORK, NEW YORK","(40.71943479999999, -73.9982414)",40.71943479999999,-73.9982414
616,16,11591,1543 ST NICHOLAS AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,08/04/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1003366.0,250132.0,"1543 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.8532269, -73.9309136)",40.8532269,-73.9309136
617,17,11614,1535 THIRD AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997055.0,223130.0,"1535 THIRD AVENUE, NEW YORK, NEW YORK","(40.7792538, -73.95342529999999)",40.7792538,-73.95342529999999
618,18,11641,152 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1004872.0,253099.0,"152 NAGLE AVENUE, NEW YORK, NEW YORK","(40.8613548, -73.9255687)",40.8613548,-73.9255687
619,19,11678,151 WEST 29 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,06/22/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986604.0,211528.0,"151 WEST 29 STREET, NEW YORK, NEW YORK","(40.7475567, -73.9918495)",40.7475567,-73.9918495
620,20,11679,151 WEST 28 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986479.0,211303.0,"151 WEST 28 STREET, NEW YORK, NEW YORK","(40.746993, -73.992797)",40.746993,-73.992797
621,21,11680,151 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,08/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1004710.0,253015.0,"151 NAGLE AVENUE, NEW YORK, NEW YORK","(40.860964, -73.925647)",40.860964,-73.925647
622,22,11683,151 HILLSIDE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,03/04/2011 08:00:00 AM +0000,Open,Unspecified,,1004806.0,252821.0,"151 HILLSIDE AVENUE, NEW YORK, NEW YORK","(40.8604113, -73.92592669999999)",40.8604113,-73.92592669999999
623,23,11687,151 EAST 80 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,05/05/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,995884.0,221808.0,"151 EAST 80 STREET, NEW YORK, NEW YORK","(40.775737, -73.958043)",40.775737,-73.958043
624,24,11725,150 WOOSTER STREET,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,07/25/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,984358.0,203758.0,"150 WOOSTER STREET, NEW YORK, NEW YORK","(40.72596799999999, -73.999269)",40.72596799999999,-73.999269
625,25,11729,150 THOMPSON STREET,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,07/14/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983978.0,204086.0,"150 THOMPSON STREET, NEW YORK, NEW YORK","(40.7269008, -74.0008586)",40.7269008,-74.0008586
626,26,11743,150 EAST 91 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,05/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997313.0,224364.0,"150 EAST 91 STREET, NEW YORK, NEW YORK","(40.782341, -73.953058)",40.782341,-73.953058
627,27,11751,1507 YORK AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998081.0,220510.0,"1507 YORK AVENUE, NEW YORK, NEW YORK","(40.771927, -73.950336)",40.771927,-73.950336
628,28,11766,1501 THIRD AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/25/2011 07:00:00 AM +0000,Open,Unspecified,,996810.0,222687.0,"1501 THIRD AVENUE, NEW YORK, NEW YORK","(40.777777, -73.95432799999999)",40.777777,-73.95432799999999
629,29,11771,1501 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/27/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997271.0,220520.0,"1501 1 AVENUE, NEW YORK, NEW YORK","(40.7719181, -73.9531993)",40.7719181,-73.9531993
630,30,11783,14 WEST 14 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/23/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985805.0,207538.0,"14 WEST 14 STREET, NEW YORK, NEW YORK","(40.7362669, -73.9946933)",40.7362669,-73.9946933
631,31,11807,1493 FIRST AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997194.0,220383.0,"1493 FIRST AVENUE, NEW YORK, NEW YORK","(40.771686, -73.953572)",40.771686,-73.953572
632,32,11809,1492 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997187.0,220357.0,"1492 1 AVENUE, NEW YORK, NEW YORK","(40.77137099999999, -73.95302199999999)",40.77137099999999,-73.95302199999999
633,33,11831,1489 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997169.0,220337.0,"1489 1 AVENUE, NEW YORK, NEW YORK","(40.771566, -73.95366)",40.771566,-73.95366
634,34,11842,1483 YORK AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997913.0,220206.0,"1483 YORK AVENUE, NEW YORK, NEW YORK","(40.7711049, -73.9507754)",40.7711049,-73.9507754
635,35,11886,146 WEST 29 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,08/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986624.0,211511.0,"146 WEST 29 STREET, NEW YORK, NEW YORK","(40.747286, -73.99216)",40.747286,-73.99216
636,36,11888,146 WEST 129 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,06/15/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999478.0,234707.0,"146 WEST 129 STREET, NEW YORK, NEW YORK","(40.810877, -73.94556299999999)",40.810877,-73.94556299999999
637,37,11896,146 SPRING STREET,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,08/12/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983885.0,203139.0,"146 SPRING STREET, NEW YORK, NEW YORK","(40.7242789, -74.00101409999999)",40.7242789,-74.00101409999999
638,38,11898,146 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1004775.0,253052.0,"146 NAGLE AVENUE, NEW YORK, NEW YORK","(40.8613636, -73.9258408)",40.8613636,-73.9258408
639,39,11904,1467 LEXINGTON AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997677.0,225297.0,"1467 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.7850136, -73.95153549999999)",40.7850136,-73.95153549999999
640,40,11906,1467 AMSTERDAM AVENUE,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,08/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997123.0,236994.0,"1467 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.817092, -73.953125)",40.817092,-73.953125
641,41,11929,145 VERMILYEA AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006306.0,255116.0,"145 VERMILYEA AVENUE, NEW YORK, NEW YORK","(40.866646, -73.9201719)",40.866646,-73.9201719
642,42,11930,145 VERMILYEA AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,05/11/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006306.0,255116.0,"145 VERMILYEA AVENUE, NEW YORK, NEW YORK","(40.866646, -73.9201719)",40.866646,-73.9201719
643,43,11932,145 POST AVENUE,MANHATTAN,Unspecified MANHATTAN,Unspecified,10.0,05/11/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006616.0,254384.0,"145 POST AVENUE, NEW YORK, NEW YORK","(40.8648219, -73.9190556)",40.8648219,-73.9190556
644,44,11936,145 GRAND STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,08/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,984423.0,201660.0,"145 GRAND STREET, NEW YORK, NEW YORK","(40.720026, -73.999538)",40.720026,-73.999538
645,45,11946,1459 AMSTERDAM AVENUE,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,07/14/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,997089.0,236934.0,"1459 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.8168239, -73.953318)",40.8168239,-73.953318
646,46,11974,144 WEST 29 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,08/10/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,986635.0,211505.0,"144 WEST 29 STREET, NEW YORK, NEW YORK","(40.7474298, -73.99194589999999)",40.7474298,-73.99194589999999
647,47,12025,143 FT GEORGE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1004241.0,251524.0,"143 FT GEORGE AVENUE, NEW YORK, NEW YORK","(40.8574258, -73.92716229999999)",40.8574258,-73.92716229999999
648,48,12103,141 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1004643.0,252983.0,"141 NAGLE AVENUE, NEW YORK, NEW YORK","(40.860725, -73.926019)",40.860725,-73.926019
649,49,12126,1411 LEXINGTON AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997372.0,224747.0,"1411 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.7835081, -73.9526356)",40.7835081,-73.9526356
650,50,12136,140 SHERMAN AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/13/2011 07:00:00 AM +0000,Open,Unspecified,,1005241.0,254169.0,"140 SHERMAN AVENUE, NEW YORK, NEW YORK","(40.8644396, -73.9238184)",40.8644396,-73.9238184
651,51,12137,140 SHERMAN AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,03/05/2011 08:00:00 AM +0000,Open,Unspecified,,1005241.0,254169.0,"140 SHERMAN AVENUE, NEW YORK, NEW YORK","(40.8644396, -73.9238184)",40.8644396,-73.9238184
652,52,12151,140 BOWERY,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,07/21/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,985752.0,201241.0,"140 BOWERY, NEW YORK, NEW YORK","(40.719228, -73.99485299999999)",40.719228,-73.99485299999999
653,53,12154,140 BAXTER STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,01/11/2011 08:00:00 AM +0000,Open,Unspecified,,984650.0,201139.0,"140 BAXTER STREET, NEW YORK, NEW YORK","(40.718726, -73.9986007)",40.718726,-73.9986007
654,54,12155,140 BARROW STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/11/2011 07:00:00 AM +0000,Open,Unspecified,,981557.0,205952.0,"140 BARROW STREET, NEW YORK, NEW YORK","(40.7319646, -74.0096574)",40.7319646,-74.0096574
655,55,12156,140 BARROW STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/13/2011 07:00:00 AM +0000,Open,Unspecified,,981557.0,205952.0,"140 BARROW STREET, NEW YORK, NEW YORK","(40.7319646, -74.0096574)",40.7319646,-74.0096574
