,Incident Address Display,Borough,Community Board,Police Precinct,City Council District,Created Date,Status,Resolution Action,Closed Date,X Coordinate,Y Coordinate,full_address,geocode
2727,615 WEST 59 STREET,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,11/26/2010 08:00:00 AM +0000,Open,Unspecified,,986705.0,220505.0,"615 WEST 59 STREET, NEW YORK, NEW YORK","(40.7719202, -73.99114349999999)"
2729,615 WEST 176 STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,10.0,05/04/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1001792.0,247625.0,"615 WEST 176 STREET, NEW YORK, NEW YORK","(40.846597, -73.93665899999999)"
2774,611 WEST 177 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,07/06/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001946.0,247837.0,"611 WEST 177 STREET, NEW YORK, NEW YORK","(40.84706, -73.9363334)"
2791,610 WEST 196 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1003852.0,252875.0,"610 WEST 196 STREET, NEW YORK, NEW YORK","(40.8658664, -73.88923989999999)"
2814,60 EAST 4 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/08/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986800.0,204055.0,"60 EAST 4 STREET, NEW YORK, NEW YORK","(40.726504, -73.990787)"
2819,609 WEST 191 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1003775.0,251030.0,"609 WEST 191 STREET, NEW YORK, NEW YORK","(40.856116, -73.92989899999999)"
2821,609 WEST 161 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999875.0,244140.0,"609 WEST 161 STREET, NEW YORK, NEW YORK","(40.8369006, -73.9438018)"
2829,608 WEST 139 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/15/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,997053.0,239068.0,"608 WEST 139 STREET, NEW YORK, NEW YORK","(40.82286, -73.95434500000002)"
2842,605 WEST 161 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999904.0,244124.0,"605 WEST 161 STREET, NEW YORK, NEW YORK","(40.837032, -73.94358199999999)"
2853,603 WEST 161 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999919.0,244116.0,"603 WEST 161 STREET, NEW YORK, NEW YORK","(40.8367521, -73.9434516)"
2897,600 WEST 190 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1003660.0,250777.0,"600 WEST 190 STREET, NEW YORK, NEW YORK","(40.8549333, -73.9296761)"
2900,600 WEST 178 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,07/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1002133.0,248024.0,"600 WEST 178 STREET, NEW YORK, NEW YORK","(40.8473751, -73.9351902)"
2902,600 WEST 150 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/14/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,998513.0,241571.0,"600 WEST 150 STREET, NEW YORK, NEW YORK","(40.82968959999999, -73.9486362)"
2917,600 EAST 12 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,09/23/2010 07:00:00 AM +0000,Open,Unspecified,,990168.0,204488.0,"600 EAST 12 STREET, NEW YORK, NEW YORK","(40.72805230000001, -73.9789943)"
2927,5 WEST 32 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,06/23/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,988138.0,211562.0,"5 WEST 32 STREET, NEW YORK, NEW YORK","(40.7473458, -73.985923)"
2931,5 RIVERSIDE DRIVE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,08/12/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,988262.0,223705.0,"5 RIVERSIDE DRIVE, NEW YORK, NEW YORK","(40.78075800000001, -73.985134)"
2950,59 EAST 126 STREET,MANHATTAN,11 MANHATTAN,Precinct 25,9.0,07/21/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1000967.0,232999.0,"59 EAST 126 STREET, NEW YORK, NEW YORK","(40.806137, -73.9389489)"
2980,593 ACADEMY STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,01/10/2011 08:00:00 AM +0000,Open,Unspecified,,1005391.0,254106.0,"593 ACADEMY STREET, NEW YORK, NEW YORK","(40.86410739999999, -73.9235325)"
3012,58 KENMARE STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,01/10/2011 08:00:00 AM +0000,Open,Unspecified,,985381.0,201935.0,"58 KENMARE STREET, NEW YORK, NEW YORK","(40.72081910000001, -73.9959233)"
3031,587 6 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 13,3.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985471.0,208545.0,"587 6 AVENUE, NEW YORK, NEW YORK","(40.73928, -73.995852)"
3045,582 WEST 153 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,01/16/2011 08:00:00 AM +0000,Open,Unspecified,,999209.0,242079.0,"582 WEST 153 STREET, NEW YORK, NEW YORK","(40.8313846, -73.94656750000001)"
3046,582 WEST 153 STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,7.0,05/13/2011 07:00:00 AM +0000,Open,Unspecified,,999209.0,242079.0,"582 WEST 153 STREET, NEW YORK, NEW YORK","(40.8313846, -73.94656750000001)"
3048,582 ST NICHOLAS AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,7.0,08/08/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999025.0,238062.0,"582 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.820199, -73.946085)"
3084,57 CROSBY STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,06/07/2011 07:00:00 AM +0000,Open,Unspecified,,984666.0,202334.0,"57 CROSBY STREET, NEW YORK, NEW YORK","(40.7221826, -73.99821469999999)"
3085,57 AVENUE D,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/03/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990508.0,202248.0,"57 AVENUE D, NEW YORK, NEW YORK","(40.72174940000001, -73.9774386)"
3088,579 WEST 161 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000260.0,243927.0,"579 WEST 161 STREET, NEW YORK, NEW YORK","(40.836501, -73.942325)"
3107,574 ST NICHOLAS AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,7.0,07/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998982.0,237938.0,"574 ST NICHOLAS AVENUE, NEW YORK, NEW YORK","(40.819546, -73.946472)"
3115,573 WEST SIDE HIGHWAY,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,08/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,981736.0,209041.0,"573 WEST SIDE HIGHWAY, NEW YORK, NEW YORK","(40.7806141, -73.987653)"
3119,573 10 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,08/12/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,985482.0,215996.0,"573 10 AVENUE, NEW YORK, NEW YORK","(40.7596161, -73.9955245)"
3121,572 WEST 161 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/23/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000289.0,243903.0,"572 WEST 161 STREET, NEW YORK, NEW YORK","(40.836027, -73.942386)"
3141,571 11 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 18,3.0,08/06/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984869.0,216748.0,"571 11 AVENUE, NEW YORK, NEW YORK","(40.762326, -73.998818)"
3147,570 WEST 189 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1003793.0,250418.0,"570 WEST 189 STREET, NEW YORK, NEW YORK","(40.8541224, -73.929609)"
3149,570 RIVERSIDE DRIVE,MANHATTAN,09 MANHATTAN,Precinct 26,9.0,07/15/2011 07:00:00 AM +0000,Open,Unspecified,,995113.0,237053.0,"570 RIVERSIDE DRIVE, NEW YORK, NEW YORK","(40.8205921, -73.9581025)"
3169,56 PIKE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,08/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986373.0,198630.0,"56 PIKE STREET, NEW YORK, NEW YORK","(40.7118164, -73.9925651)"
3187,567 WEST 125 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,07/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,995899.0,236305.0,"567 WEST 125 STREET, NEW YORK, NEW YORK","(40.815547, -73.957724)"
3197,565 WEST 174 STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,10.0,05/11/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1001898.0,246939.0,"565 WEST 174 STREET, NEW YORK, NEW YORK","(40.84483400000001, -73.936595)"
3199,565 WEST 162 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000440.0,244125.0,"565 WEST 162 STREET, NEW YORK, NEW YORK","(40.8370002, -73.9420981)"
3200,565 WEST 159 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000084.0,243431.0,"565 WEST 159 STREET, NEW YORK, NEW YORK","(40.835114, -73.94291100000001)"
3203,565 COLUMBUS AVENUE,MANHATTAN,07 MANHATTAN,Precinct 24,6.0,06/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,992140.0,226144.0,"565 COLUMBUS AVENUE, NEW YORK, NEW YORK","(40.7873682, -73.9713285)"
3214,563 WEST 184 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1003168.0,249240.0,"563 WEST 184 STREET, NEW YORK, NEW YORK","(40.851007, -73.931613)"
3243,560 WEST 193 STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,,03/04/2011 08:00:00 AM +0000,Open,Site downloaded for cleaning,,,,"560 WEST 193 STREET, NEW YORK, NEW YORK","(40.8564951, -73.92750699999999)"
3249,560 RIVERSIDE DRIVE,MANHATTAN,09 MANHATTAN,Precinct 26,9.0,07/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,995111.0,236933.0,"560 RIVERSIDE DRIVE, NEW YORK, NEW YORK","(40.8167635, -73.9604616)"
3287,55 AVENUE D,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/03/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990497.0,202229.0,"55 AVENUE D, NEW YORK, NEW YORK","(40.7218609, -73.977689)"
3293,559 WEST 161 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,02/01/2011 08:00:00 AM +0000,Open,Unspecified,,1000368.0,243867.0,"559 WEST 161 STREET, NEW YORK, NEW YORK","(40.836258, -73.94174199999999)"
3299,558 WEST 161 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000365.0,243861.0,"558 WEST 161 STREET, NEW YORK, NEW YORK","(40.83588, -73.94203)"
3310,557 BROADWAY,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,08/16/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984766.0,202989.0,"557 BROADWAY, NEW YORK, NEW YORK","(40.724098, -73.998488)"
3314,556 RIVERSIDE DRIVE,MANHATTAN,09 MANHATTAN,Precinct 26,9.0,02/11/2011 08:00:00 AM +0000,Open,Unspecified,,995123.0,236886.0,"556 RIVERSIDE DRIVE, NEW YORK, NEW YORK","(40.8164249, -73.9604919)"
3323,555 WEST 170 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,04/07/2011 07:00:00 AM +0000,Open,Unspecified,,1001436.0,245994.0,"555 WEST 170 STREET, NEW YORK, NEW YORK","(40.8421329, -73.937895)"
3330,555 COLUMBUS AVENUE,MANHATTAN,07 MANHATTAN,Precinct 24,6.0,06/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,992062.0,226003.0,"555 COLUMBUS AVENUE, NEW YORK, NEW YORK","(40.7870555, -73.9717892)"
3331,555 6 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 13,3.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,985291.0,208219.0,"555 6 AVENUE, NEW YORK, NEW YORK","(40.738536, -73.9965069)"
3351,552 WEST 158 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,07/01/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000020.0,243160.0,"552 WEST 158 STREET, NEW YORK, NEW YORK","(40.8344502, -73.9438914)"
3365,551 WEST 182 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,08/08/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1002983.0,248771.0,"551 WEST 182 STREET, NEW YORK, NEW YORK","(40.8495487, -73.9319495)"
3367,551 WEST 159 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000160.0,243389.0,"551 WEST 159 STREET, NEW YORK, NEW YORK","(40.834974, -73.942578)"
3388,550 WEST 155 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,12/06/2010 08:00:00 AM +0000,Open,Unspecified,,999643.0,242455.0,"550 WEST 155 STREET, NEW YORK, NEW YORK","(40.83219, -73.945354)"
3390,550 WEST 153 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/14/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999382.0,241983.0,"550 WEST 153 STREET, NEW YORK, NEW YORK","(40.8311945, -73.9464393)"
3393,550 WEST 126 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,07/15/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,996131.0,236465.0,"550 WEST 126 STREET, NEW YORK, NEW YORK","(40.8156869, -73.9572397)"
3396,550 MANHATTAN AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,03/12/2011 08:00:00 AM +0000,Open,Unspecified,,997124.0,234230.0,"550 MANHATTAN AVENUE, NEW YORK, NEW YORK","(40.8083258, -73.9543946)"
3419,54 EAST 116 STREET,MANHATTAN,11 MANHATTAN,Precinct 25,8.0,07/22/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999649.0,230663.0,"54 EAST 116 STREET, NEW YORK, NEW YORK","(40.79956000000001, -73.944603)"
3434,547 WEST 159 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000181.0,243377.0,"547 WEST 159 STREET, NEW YORK, NEW YORK","(40.8349339, -73.942482)"
3440,546 WEST 180 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/06/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1002706.0,248313.0,"546 WEST 180 STREET, NEW YORK, NEW YORK","(40.8481876, -73.9331931)"
3441,546 WEST 160 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,04/07/2011 07:00:00 AM +0000,Open,Unspecified,,1000304.0,243597.0,"546 WEST 160 STREET, NEW YORK, NEW YORK","(40.835176, -73.942307)"
3443,546 ISHAM STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,01/10/2011 08:00:00 AM +0000,Open,Unspecified,,1006651.0,255136.0,"546 ISHAM STREET, NEW YORK, NEW YORK","(40.866942, -73.91936)"
3456,545 EAST 5 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/08/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,988873.0,203201.0,"545 EAST 5 STREET, NEW YORK, NEW YORK","(40.7240441, -73.98252219999999)"
3463,543 WEST 187 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1003649.0,249910.0,"543 WEST 187 STREET, NEW YORK, NEW YORK","(40.8526211, -73.9298558)"
3465,543 WEST 158 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,04/06/2011 07:00:00 AM +0000,Open,Unspecified,,1000077.0,243135.0,"543 WEST 158 STREET, NEW YORK, NEW YORK","(40.8343465, -73.9433775)"
3466,543 WEST 158 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,04/09/2011 07:00:00 AM +0000,Open,Unspecified,,1000077.0,243135.0,"543 WEST 158 STREET, NEW YORK, NEW YORK","(40.8343465, -73.9433775)"
3474,542 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 14,3.0,07/24/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,986017.0,215090.0,"542 9 AVENUE, NEW YORK, NEW YORK","(40.756992, -73.993456)"
3478,541 WEST 211 STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,10.0,05/11/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006716.0,255427.0,"541 WEST 211 STREET, NEW YORK, NEW YORK","(40.8786012, -73.86882779999999)"
3481,541 WEST 159 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000214.0,243359.0,"541 WEST 159 STREET, NEW YORK, NEW YORK","(40.8348749, -73.94234)"
3510,53 WEST 111 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,04/27/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997977.0,230077.0,"53 WEST 111 STREET, NEW YORK, NEW YORK","(40.79874299999999, -73.9511969)"
3520,53 EAST 126 STREET,MANHATTAN,11 MANHATTAN,Precinct 25,9.0,05/19/2011 07:00:00 AM +0000,Open,Unspecified,,1000938.0,233015.0,"53 EAST 126 STREET, NEW YORK, NEW YORK","(40.806215, -73.939139)"
3522,539 WEST 54 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,6.0,06/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986651.0,218997.0,"539 WEST 54 STREET, NEW YORK, NEW YORK","(40.76813, -73.99158899999999)"
3526,538 WEST 147 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,06/07/2011 07:00:00 AM +0000,Open,Unspecified,,998691.0,240583.0,"538 WEST 147 STREET, NEW YORK, NEW YORK","(40.827165, -73.948773)"
3527,538 WEST 138 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,05/27/2011 07:00:00 AM +0000,Open,Unspecified,,997547.0,238499.0,"538 WEST 138 STREET, NEW YORK, NEW YORK","(40.8213045, -73.9519919)"
3537,536 WEST 46 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,3.0,06/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985620.0,217178.0,"536 WEST 46 STREET, NEW YORK, NEW YORK","(40.7628745, -73.99542)"
3538,536 WEST 170 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,04/09/2011 07:00:00 AM +0000,Open,Unspecified,,1001480.0,245962.0,"536 WEST 170 STREET, NEW YORK, NEW YORK","(40.8417147, -73.93756929999999)"
3542,535 WEST 152 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,05/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,999345.0,241714.0,"535 WEST 152 STREET, NEW YORK, NEW YORK","(40.830538, -73.94589599999999)"
3546,535 EDGECOMBE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001018.0,242804.0,"535 EDGECOMBE AVENUE, NEW YORK, NEW YORK","(40.833231, -73.93964799999999)"
3548,535 EAST 86 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,05/05/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,999264.0,221772.0,"535 EAST 86 STREET, NEW YORK, NEW YORK","(40.77553899999999, -73.94532199999999)"
3562,533 MANHATTAN AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,04/12/2011 07:00:00 AM +0000,Open,Unspecified,,997006.0,234028.0,"533 MANHATTAN AVENUE, NEW YORK, NEW YORK","(40.809125, -73.95415799999999)"
3592,530 WEST 28 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,08/15/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983360.0,213024.0,"530 WEST 28 STREET, NEW YORK, NEW YORK","(40.7512683, -74.0031492)"
3600,530 EAST 87 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,05/05/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,999268.0,222084.0,"530 EAST 87 STREET, NEW YORK, NEW YORK","(40.7759152, -73.9454478)"
3603,530 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,08/09/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,991109.0,226152.0,"530 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.787673, -73.9757319)"
3640,528 WEST 39 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,06/16/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,984755.0,215534.0,"528 WEST 39 STREET, NEW YORK, NEW YORK","(40.7584128, -73.99848829999999)"
3641,528 WEST 162 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000619.0,244021.0,"528 WEST 162 STREET, NEW YORK, NEW YORK","(40.8364199, -73.941385)"
3657,526 WEST 211 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,05/11/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006955.0,255294.0,"526 WEST 211 STREET, NEW YORK, NEW YORK","(40.7528883, -73.768935)"
3669,525 WEST 169 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,07/25/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001543.0,245653.0,"525 WEST 169 STREET, NEW YORK, NEW YORK","(40.8410777, -73.93741949999999)"
3674,525 WEST 135 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997236.0,237778.0,"525 WEST 135 STREET, NEW YORK, NEW YORK","(40.819899, -73.953852)"
3697,522 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,06/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,991061.0,226065.0,"522 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.7872699, -73.9753777)"
