,Incident Address Display,Borough,Community Board,Police Precinct,City Council District,Created Date,Status,Resolution Action,Closed Date,X Coordinate,Y Coordinate,full_address,geocode
5452,388 WEST STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,08/03/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,981393.0,206243.0,"388 WEST STREET, NEW YORK, NEW YORK","(40.7325761, -74.0102459)"
5454,388 CONVENT AVENUE,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/14/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999330.0,240084.0,"388 CONVENT AVENUE, NEW YORK, NEW YORK","(40.8257418, -73.945588)"
5473,3869 10 AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006637.0,254166.0,"3869 10 AVENUE, NEW YORK, NEW YORK","(40.86434089999999, -73.91902739999999)"
5477,3868 10 AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006625.0,254157.0,"3868 10 AVENUE, NEW YORK, NEW YORK","(40.864261, -73.9191271)"
5502,383 WEST 125 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,02/09/2011 08:00:00 AM +0000,Open,Mail returned / wrong address,,997133.0,234802.0,"383 WEST 125 STREET, NEW YORK, NEW YORK","(40.8115, -73.953659)"
5535,3815 9 AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006839.0,253316.0,"3815 9 AVENUE, NEW YORK, NEW YORK","(40.861968, -73.917963)"
5584,3795 10 AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,01/10/2011 08:00:00 AM +0000,Open,Unspecified,,1006188.0,253349.0,"3795 10 AVENUE, NEW YORK, NEW YORK","(40.8619879, -73.920321)"
5589,3789 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999559.0,243259.0,"3789 BROADWAY, NEW YORK, NEW YORK","(40.83445649999999, -73.94490909999999)"
5620,3755 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,04/04/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,999354.0,242891.0,"3755 BROADWAY, NEW YORK, NEW YORK","(40.8334199, -73.945917)"
5629,3750 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,07/01/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999348.0,242867.0,"3750 BROADWAY, NEW YORK, NEW YORK","(40.83308, -73.94507700000001)"
5739,36 WEST 8 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,1.0,05/06/2011 07:00:00 AM +0000,Open,Unspecified,,984875.0,206268.0,"36 WEST 8 STREET, NEW YORK, NEW YORK","(40.7328926, -73.9979419)"
5767,368 BROOME STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,08/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985405.0,201632.0,"368 BROOME STREET, NEW YORK, NEW YORK","(40.7203469, -73.995766)"
5774,367 west 191 street,MANHATTAN,Unspecified MANHATTAN,Unspecified,,05/07/2011 07:00:00 AM +0000,Open,Unspecified,,,,"367 west 191 street, NEW YORK, NEW YORK","(40.8550209, -73.9277751)"
5790,365 WEST 125 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,04/12/2011 07:00:00 AM +0000,Open,Graffiti Reported,,997236.0,234744.0,"365 WEST 125 STREET, NEW YORK, NEW YORK","(40.811456, -73.95311199999999)"
5845,3612 BROADWAY,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,05/11/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,998431.0,241210.0,"3612 BROADWAY, NEW YORK, NEW YORK","(40.8286469, -73.948312)"
5909,358 WEST STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,981330.0,205339.0,"358 WEST STREET, NEW YORK, NEW YORK","(40.7301939, -74.0102802)"
5928,356 BROOME STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,07/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985533.0,201564.0,"356 BROOME STREET, NEW YORK, NEW YORK","(40.720145, -73.995282)"
5935,3560 BROADWAY,MANHATTAN,Unspecified MANHATTAN,Unspecified,7.0,10/04/2010 07:00:00 AM +0000,Open,Unspecified,,998121.0,240650.0,"3560 BROADWAY, NEW YORK, NEW YORK","(40.827139, -73.949434)"
5950,354 WEST 116 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,07/20/2011 07:00:00 AM +0000,Open,Graffiti Reported,,996124.0,232615.0,"354 WEST 116 STREET, NEW YORK, NEW YORK","(40.8051228, -73.957041)"
5972,353 EAST 15 STREET,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,988983.0,206110.0,"353 EAST 15 STREET, NEW YORK, NEW YORK","(40.7323056, -73.9827069)"
5991,352 EAST 86 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,05/05/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997956.0,222489.0,"352 EAST 86 STREET, NEW YORK, NEW YORK","(40.7769176, -73.949781)"
6041,350 EAST 118 STREET,MANHATTAN,11 MANHATTAN,Precinct 25,8.0,03/16/2011 07:00:00 AM +0000,Open,Unspecified,,1002073.0,229941.0,"350 EAST 118 STREET, NEW YORK, NEW YORK","(40.797399, -73.9347015)"
6100,348 EAST 62 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,994912.0,216846.0,"348 EAST 62 STREET, NEW YORK, NEW YORK","(40.761581, -73.961428)"
6141,344 WEST 11 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,07/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,981996.0,207250.0,"344 WEST 11 STREET, NEW YORK, NEW YORK","(40.7354735, -74.0082052)"
6164,343 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,06/15/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999637.0,234115.0,"343 LENOX AVENUE, NEW YORK, NEW YORK","(40.8092703, -73.944499)"
6179,343 1 AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,07/27/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,989826.0,207006.0,"343 1 AVENUE, NEW YORK, NEW YORK","(40.735015, -73.980203)"
6186,342 EAST 62 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/29/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,994889.0,216859.0,"342 EAST 62 STREET, NEW YORK, NEW YORK","(40.76169, -73.961679)"
6203,341 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,07/18/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999628.0,234099.0,"341 LENOX AVENUE, NEW YORK, NEW YORK","(40.8092283, -73.94452919999999)"
6204,341 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,05/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999628.0,234099.0,"341 LENOX AVENUE, NEW YORK, NEW YORK","(40.8092283, -73.94452919999999)"
6225,340 AUDUBON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,08/03/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1003102.0,248746.0,"340 AUDUBON AVENUE, NEW YORK, NEW YORK","(40.8493737, -73.9319161)"
6254,33 JANE STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,08/17/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983034.0,208202.0,"33 JANE STREET, NEW YORK, NEW YORK","(40.7381476, -74.0042036)"
6256,339 WEST 4 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983184.0,208477.0,"339 WEST 4 STREET, NEW YORK, NEW YORK","(40.7389887, -74.0037629)"
6266,3397 BROADWAY,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/23/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,997041.0,238713.0,"3397 BROADWAY, NEW YORK, NEW YORK","(40.82199869999999, -73.9538697)"
6267,339 7 AVENUE,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,08/10/2011 07:00:00 AM +0000,Open,Unspecified,,986236.0,211772.0,"339 7 AVENUE, NEW YORK, NEW YORK","(40.7478756, -73.9928728)"
6278,337 WEST 138 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,7.0,06/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999023.0,237686.0,"337 WEST 138 STREET, NEW YORK, NEW YORK","(40.8192949, -73.94662)"
6288,3371 BROADWAY,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,01/16/2011 08:00:00 AM +0000,Open,Unspecified,,996890.0,238441.0,"3371 BROADWAY, NEW YORK, NEW YORK","(40.8212128, -73.95458579999999)"
6334,333 EAST 76 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,08/05/2011 07:00:00 AM +0000,Open,Unspecified,,996555.0,220182.0,"333 EAST 76 STREET, NEW YORK, NEW YORK","(40.7710161, -73.95554229999999)"
6355,3320 BROADWAY,MANHATTAN,Unspecified MANHATTAN,Unspecified,7.0,05/11/2011 07:00:00 AM +0000,Open,Unspecified,,996572.0,237854.0,"3320 BROADWAY, NEW YORK, NEW YORK","(40.819579, -73.954953)"
6358,331 LEXINGTON AVENUE,MANHATTAN,06 MANHATTAN,Precinct 17,4.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990476.0,212303.0,"331 LEXINGTON AVENUE, NEW YORK, NEW YORK","(40.749332, -73.977271)"
6426,328 EAST 9 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/02/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,988015.0,204808.0,"328 EAST 9 STREET, NEW YORK, NEW YORK","(40.72852899999999, -73.986239)"
6427,328 EAST 62 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,994835.0,216888.0,"328 EAST 62 STREET, NEW YORK, NEW YORK","(40.7619202, -73.96189609999999)"
6471,325 WEST 100 STREET,MANHATTAN,07 MANHATTAN,Precinct 24,9.0,07/11/2011 07:00:00 AM +0000,Open,Unspecified,,992026.0,230036.0,"325 WEST 100 STREET, NEW YORK, NEW YORK","(40.798495, -73.972341)"
6489,324 CANAL STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,08/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983615.0,201473.0,"324 CANAL STREET, NEW YORK, NEW YORK","(40.719916, -74.00314999999999)"
6562,320 2 AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,2.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,989001.0,207124.0,"320 2 AVENUE, NEW YORK, NEW YORK","(40.735038, -73.982563)"
6572,31 TIEMANN PLACE,MANHATTAN,09 MANHATTAN,Precinct 26,9.0,07/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,995514.0,236342.0,"31 TIEMANN PLACE, NEW YORK, NEW YORK","(40.815472, -73.959071)"
6578,31 EAST 31 STREET,MANHATTAN,05 MANHATTAN,Unspecified,2.0,08/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,988686.0,210963.0,"31 EAST 31 STREET, NEW YORK, NEW YORK","(40.745742, -73.983476)"
6579,31 DIVISION STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,07/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985333.0,199444.0,"31 DIVISION STREET, NEW YORK, NEW YORK","(40.7139783, -73.996008)"
6581,31 DESBROSSES STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,08/04/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,981340.0,202875.0,"31 DESBROSSES STREET, NEW YORK, NEW YORK","(40.7235044, -74.0104162)"
6600,318 WEST 37 STREET,MANHATTAN,04 MANHATTAN,Precinct 14,3.0,05/17/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986224.0,214132.0,"318 WEST 37 STREET, NEW YORK, NEW YORK","(40.7545609, -73.993209)"
6616,3181 BROADWAY,MANHATTAN,09 MANHATTAN,Precinct 26,9.0,07/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,995713.0,236316.0,"3181 BROADWAY, NEW YORK, NEW YORK","(40.815486, -73.959058)"
6620,317 EAST 74 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/28/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,996224.0,219761.0,"317 EAST 74 STREET, NEW YORK, NEW YORK","(40.769927, -73.9563469)"
6621,317 EAST 73 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,996096.0,219530.0,"317 EAST 73 STREET, NEW YORK, NEW YORK","(40.769225, -73.956655)"
6622,317 EAST 34 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,4.0,12/07/2010 08:00:00 AM +0000,Open,Unspecified,,991188.0,210484.0,"317 EAST 34 STREET, NEW YORK, NEW YORK","(40.7444558, -73.9749521)"
6624,317 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,08/06/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984558.0,212470.0,"317 9 AVENUE, NEW YORK, NEW YORK","(40.7498466, -73.9989514)"
6630,316 WEST 135 STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,,03/14/2011 07:00:00 AM +0000,Open,Unspecified,,,,"316 WEST 135 STREET, NEW YORK, NEW YORK","(40.816668, -73.94761199999999)"
6665,3151 BROADWAY,MANHATTAN,09 MANHATTAN,Precinct 26,9.0,01/17/2011 08:00:00 AM +0000,Open,Unspecified,,995514.0,235957.0,"3151 BROADWAY, NEW YORK, NEW YORK","(40.8144775, -73.9594929)"
6677,313 EAST 95 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,05/05/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,998922.0,224674.0,"313 EAST 95 STREET, NEW YORK, NEW YORK","(40.783384, -73.946558)"
6710,311 WEST 72 STREET,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,03/18/2011 07:00:00 AM +0000,Open,Unspecified,,988267.0,223541.0,"311 WEST 72 STREET, NEW YORK, NEW YORK","(40.780338, -73.985361)"
6736,310 WEST 112 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,05/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,995999.0,231465.0,"310 WEST 112 STREET, NEW YORK, NEW YORK","(40.802013, -73.95820599999999)"
6767,30 MAIDEN LANE,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,10/25/2010 07:00:00 AM +0000,Open,Unspecified,,981829.0,197525.0,"30 MAIDEN LANE, NEW YORK, NEW YORK","(40.7089203, -74.00885819999999)"
6769,30 JANE STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,07/28/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983298.0,208196.0,"30 JANE STREET, NEW YORK, NEW YORK","(40.7381195, -74.0034893)"
6782,309 ELIZABETH STREET,MANHATTAN,02 MANHATTAN,Precinct 9,1.0,08/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,986145.0,203479.0,"309 ELIZABETH STREET, NEW YORK, NEW YORK","(40.72530220000001, -73.9931924)"
6818,307 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,05/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,997676.0,234503.0,"307 WEST 125 STREET, NEW YORK, NEW YORK","(40.81066, -73.951594)"
6828,307 7 AVENUE,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986019.0,211381.0,"307 7 AVENUE, NEW YORK, NEW YORK","(40.7469016, -73.9934306)"
6841,306 FT WASHINGTON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1000721.0,247310.0,"306 FT WASHINGTON AVENUE, NEW YORK, NEW YORK","(40.845457, -73.939774)"
6863,305 EAST 76 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,996424.0,220255.0,"305 EAST 76 STREET, NEW YORK, NEW YORK","(40.77132599999999, -73.95576)"
6888,304 WEST 21 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,08/06/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984268.0,210414.0,"304 WEST 21 STREET, NEW YORK, NEW YORK","(40.744044, -74.000067)"
6892,304 MULBERRY STREET,MANHATTAN,02 MANHATTAN,Precinct 9,1.0,01/16/2011 08:00:00 AM +0000,Open,Unspecified,,985726.0,203560.0,"304 MULBERRY STREET, NEW YORK, NEW YORK","(40.7254537, -73.9945335)"
6913,303 WEST 128 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,998106.0,235183.0,"303 WEST 128 STREET, NEW YORK, NEW YORK","(40.812461, -73.95007199999999)"
6982,301 WEST 115 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,07/12/2011 07:00:00 AM +0000,Open,Unspecified,,996411.0,232142.0,"301 WEST 115 STREET, NEW YORK, NEW YORK","(40.8036315, -73.9559789)"
6983,301 WEST 112 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,03/11/2011 08:00:00 AM +0000,Open,Graffiti Reported,,996030.0,231454.0,"301 WEST 112 STREET, NEW YORK, NEW YORK","(40.8019263, -73.9572931)"
7051,300 EAST 4 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/08/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,989632.0,202485.0,"300 EAST 4 STREET, NEW YORK, NEW YORK","(40.7223723, -73.9805495)"
7077,2 WEST 18 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986388.0,208406.0,"2 WEST 18 STREET, NEW YORK, NEW YORK","(40.738492, -73.9918501)"
7100,2 ELIZABETH STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,07/28/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984915.0,199963.0,"2 ELIZABETH STREET, NEW YORK, NEW YORK","(40.7154151, -73.9975247)"
7110,29 WEST 27 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,06/23/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,987212.0,210601.0,"29 WEST 27 STREET, NEW YORK, NEW YORK","(40.74494199999999, -73.989301)"
7115,29 CLINTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,08/05/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,988584.0,201762.0,"29 CLINTON STREET, NEW YORK, NEW YORK","(40.7204992, -73.9844765)"
7117,29 AVENUE A,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,04/19/2011 07:00:00 AM +0000,Open,Unspecified,,988229.0,202749.0,"29 AVENUE A, NEW YORK, NEW YORK","(40.7231993, -73.98574669999999)"
7254,28 WEST 130 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,04/18/2011 07:00:00 AM +0000,Open,Unspecified,,1000577.0,234396.0,"28 WEST 130 STREET, NEW YORK, NEW YORK","(40.8099459, -73.941423)"
7255,28 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,05/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999938.0,233242.0,"28 WEST 125 STREET, NEW YORK, NEW YORK","(40.806674, -73.943624)"
7307,286 WEST 127 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,06/15/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998210.0,234822.0,"286 WEST 127 STREET, NEW YORK, NEW YORK","(40.8113061, -73.9498473)"
7349,2847 8 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,7.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001183.0,240618.0,"2847 8 AVENUE, NEW YORK, NEW YORK","(40.8272059, -73.93909900000001)"
7371,283 7 AVENUE,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985861.0,211098.0,"283 7 AVENUE, NEW YORK, NEW YORK","(40.745995, -73.99385)"
7375,2833 ST NICHOLAS AVE,MANHATTAN,Unspecified MANHATTAN,Unspecified,,08/05/2011 07:00:00 AM +0000,Open,Unspecified,,,,"2833 ST NICHOLAS AVE, NEW YORK, NEW YORK","(40.85715990000001, -73.9282288)"
7387,282 EAST 7 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/08/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,990560.0,202827.0,"282 EAST 7 STREET, NEW YORK, NEW YORK","(40.7231233, -73.9767801)"
7462,27 DESBROSSES STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,07/01/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,981455.0,202860.0,"27 DESBROSSES STREET, NEW YORK, NEW YORK","(40.7234067, -74.01009959999999)"
7466,279 WEST 11 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/28/2011 07:00:00 AM +0000,Open,Unspecified,,982972.0,207436.0,"279 WEST 11 STREET, NEW YORK, NEW YORK","(40.7360394, -74.0046653)"
7469,279 MULBERRY STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,12/06/2010 08:00:00 AM +0000,Open,Unspecified,,985572.0,203170.0,"279 MULBERRY STREET, NEW YORK, NEW YORK","(40.7243143, -73.9952455)"
7503,275 WADSWORTH AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,08/04/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1002971.0,250211.0,"275 WADSWORTH AVENUE, NEW YORK, NEW YORK","(40.8535063, -73.93229099999999)"
7507,275 CONVENT AVENUE,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,04/21/2011 07:00:00 AM +0000,Open,Unspecified,,998591.0,238742.0,"275 CONVENT AVENUE, NEW YORK, NEW YORK","(40.8220537, -73.94811)"
7510,2758 BROADWAY,MANHATTAN,07 MANHATTAN,Precinct 24,8.0,07/07/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,993143.0,231186.0,"2758 BROADWAY, NEW YORK, NEW YORK","(40.800992, -73.967495)"
